ID,Title,Type,Year,Release Date,Rating,Genres,Source,Trailer URL,Poster URL,Description,Now Playing
tv-2025-14,The Bear Season 4,tv,2025,2025-06-01,TBD,"Drama, Comedy",Hulu,,https://image.tmdb.org/t/p/w500/thebear4thebear4.jpg,Carmy and the crew continue to navigate the high-pressure world of fine dining.,
tv-2026-01,Gen V Season 2,tv,2026,2026-01-01,TBD,"Action, Drama, Sci-Fi",Amazon Prime,,https://image.tmdb.org/t/p/w500/genv2genv2genv2genv2.jpg,The supers-in-training face new conspiracies and moral dilemmas at Godolkin University.,
tv-2026-02,Yellowjackets Season 3,tv,2026,2026-02-01,TBD,"Drama, Horror, Mystery",Paramount Plus,,https://image.tmdb.org/t/p/w500/yellowjackets3yellow.jpg,"The survival saga returns, uncovering deeper secrets of what happened in the wilderness.",
m-2026-06,Project Hail Mary,movie,2026,2026-03-20,TBD,"Sci-Fi, Adventure, Drama",In Theatres,,https://image.tmdb.org/t/p/w500/sh760S0S0S0S0S0S0S0S0S0S0S.jpg,"Based on Andy Weir's novel, an astronaut wakes up alone on a spaceship with no memory of his mission to save Earth.",
m-2026-07,Toy Story 5,movie,2026,2026-06-19,TBD,"Animation, Adventure, Family",In Theatres,,https://image.tmdb.org/t/p/w500/toy5toy5toy5toy5toy5.jpg,"Woody, Buzz, and the gang return for a new adventure involving a high-tech smart tablet.",
m-2026-08,Shrek 5,movie,2026,2026-07-01,TBD,"Animation, Adventure, Comedy",In Theatres,,https://image.tmdb.org/t/p/w500/shrk5shrk5shrk5shrk5.jpg,The beloved green ogre returns with Donkey and Fiona in a highly anticipated new chapter.,
m-2025-09,Jurassic World Rebirth,movie,2025,2025-07-02,TBD,"Action, Sci-Fi, Adventure",In Theatres,,https://image.tmdb.org/t/p/w500/jurjurjurjurjurjur.jpg,"A new era for the franchise set years after Dominion, starring Scarlett Johansson.",
m-2025-10,M3GAN 2.0,movie,2025,2025-06-27,TBD,"Horror, Sci-Fi, Thriller",In Theatres,,https://image.tmdb.org/t/p/w500/m3gan2m3gan2m3gan2.jpg,The killer AI doll returns for even more mayhem in this high-tech horror sequel.,
m-2025-11,Snow White,movie,2025,2025-03-21,TBD,"Fantasy, Adventure, Family",In Theatres,,https://image.tmdb.org/t/p/w500/snowsnowsnowsnow.jpg,Rachel Zegler and Gal Gadot star in Disney's live-action reimagining of the classic tale.,
m-2025-12,Elio,movie,2025,2025-06-13,TBD,"Animation, Sci-Fi, Adventure",Disney+,,https://image.tmdb.org/t/p/w500/elioelioelioelio.jpg,Pixar's cosmic adventure about a boy who is mistaken for Earth's intergalactic ambassador.,
m-2025-13,Dog Man,movie,2025,2025-01-31,TBD,"Animation, Action, Comedy",In Theatres,,https://image.tmdb.org/t/p/w500/dogmandogmandogman.jpg,The popular children's book hero comes to life in this animated action-comedy.,
tv-2025-06,Daredevil: Born Again,tv,2025,2025-03-04,TBD,"Action, Crime, Drama",Disney+,,https://image.tmdb.org/t/p/w500/daredevildaredevildare.jpg,Matt Murdock returns to fight for justice in Hell's Kitchen in this gritty MCU series.,
tv-2025-07,Stranger Things Season 5,tv,2025,2025-08-01,TBD,"Sci-Fi, Horror, Drama",Netflix,,https://image.tmdb.org/t/p/w500/strangerthings5st5.jpg,The final battle for Hawkins begins as Eleven and her friends face the ultimate evil.,
tv-2025-08,The White Lotus Season 3,tv,2025,2025-01-01,TBD,"Comedy, Drama, Mystery",Max,,https://image.tmdb.org/t/p/w500/whitelotus3whitelotus.jpg,"A new group of wealthy guests stay at a luxury resort in Thailand, where secrets emerge.",
tv-2025-09,Peacemaker Season 2,tv,2025,2025-06-01,TBD,"Action, Comedy, Sci-Fi",Max,,https://image.tmdb.org/t/p/w500/peacemaker2peace.jpg,"John Cena returns as Christopher Smith, facing new missions and old demons in the DCU.",
tv-2025-10,Ironheart,tv,2025,2025-09-01,TBD,"Action, Sci-Fi, Adventure",Disney+,,https://image.tmdb.org/t/p/w500/ironheartironheart.jpg,"Riri Williams develops her own advanced suits of armor, continuing her journey from Wakanda Forever.",
tv-2025-11,A Knight of the Seven Kingdoms,tv,2025,2025-01-01,TBD,"Fantasy, Drama, Adventure",Max,,https://image.tmdb.org/t/p/w500/knightofsevenknight.jpg,A new Game of Thrones prequel following Ser Duncan the Tall and his squire Egg.,
m-2026-01,Avatar: Fire and Ash,movie,2026,2026-12-19,8.5,"Sci-Fi, Adventure, Action",In Theatres,,https://image.tmdb.org/t/p/w500/rmrfRWP2L3jGQOGLgXbP2q5nN2x.jpg,James Cameron's next chapter in the Avatar saga. The Na'vi face new threats as the RDA returns with devastating force.,
m-2026-02,Scream 7,movie,2026,2026-02-27,7.5,"Horror, Thriller",In Theatres,,https://image.tmdb.org/t/p/w500/8WUV2HFQlN5cEs6Ebkksj6F4bT.jpg,Neve Campbell and Courteney Cox return in the next chapter of the iconic horror franchise.,
m-2026-03,The Super Mario Galaxy Movie,movie,2026,2026-04-03,8.0,"Animation, Adventure, Family",In Theatres,,https://image.tmdb.org/t/p/w500/8uO0gUM8aNqYLs1OsTBQiXu0fEv.jpg,Mario and friends embark on a cosmic adventure in Illumination's next Nintendo adaptation.,
m-2026-04,The Batman Part II,movie,2026,2026-10-02,8.8,"Action, Crime, Drama",In Theatres,,https://image.tmdb.org/t/p/w500/74xTEgt7R36Fpooo50x9TfdLnTp.jpg,"The sequel to Matt Reeves' The Batman, continuing the crime saga in Gotham City.",
m-2026-05,Avengers: Doomsday,movie,2026,2026-05-01,9.2,"Action, Sci-Fi, Adventure",In Theatres,,https://image.tmdb.org/t/p/w500/or06FN3Dka5tukK1e9sl16pB3iy.jpg,The Avengers must assemble once again to face a threat that endangers the entire multiverse.,
m-2025-01,Superman,movie,2025,2025-07-11,8.2,"Action, Sci-Fi, Adventure",In Theatres,,https://image.tmdb.org/t/p/w500/6z3aOjc6aA59Jd5n6n7Z7.jpg,James Gunn's take on the Man of Steel. Clark Kent reconciles his Kryptonian heritage with his human upbringing.,
m-2025-02,Mission: Impossible – The Final Reckoning,movie,2025,2025-05-23,8.5,"Action, Thriller, Adventure",In Theatres,,https://image.tmdb.org/t/p/w500/1GtaQ3Q6Q6Q6Q6Q6Q6Q6Q6Q6.jpg,Tom Cruise returns for the final chapter. Ethan Hunt faces his most dangerous mission yet.,
m-2025-03,The Fantastic Four: First Steps,movie,2025,2025-07-25,TBD,"Action, Sci-Fi, Adventure",In Theatres,,https://image.tmdb.org/t/p/w500/kf2QpOCjqMxQzKQzKQzKQzKQzK.jpg,"Marvel's First Family arrives. Pedro Pascal, Vanessa Kirby, Joseph Quinn, and Ebon Moss-Bachrach star.",
m-2025-04,Captain America: Brave New World,movie,2025,2025-02-14,TBD,"Action, Adventure, Sci-Fi",In Theatres,,https://image.tmdb.org/t/p/w500/z7H707F5x00Jz8G8yY6y1zG7x7.jpg,Sam Wilson takes up the shield in an international incident that tests the new Captain America.,
m-2025-05,Moana 2,movie,2025,2025-11-27,7.8,"Animation, Adventure, Family",Disney+,,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,Moana returns to the ocean for a new voyage with Maui and a crew of wayfinders.,
m-2025-06,Minecraft,movie,2025,2025-04-04,TBD,"Adventure, Fantasy, Family",In Theatres,,https://image.tmdb.org/t/p/w500/8uO0gUM8aNqYLs1OsTBQiXu0fEv.jpg,A young girl and her friends must save the Overworld from the Ender Dragon in the live-action adaptation.,
m-2025-07,Mickey 17,movie,2025,2025-04-18,TBD,"Sci-Fi, Drama, Thriller",In Theatres,,https://image.tmdb.org/t/p/w500/w8eT4dK6jPeu2rT2T2T2T2T2T2T.jpg,Bong Joon-ho's sci-fi about an expendable colonist who refuses to be replaced by his clone.,
m-2025-08,Thunderbolts,movie,2025,2025-12-19,TBD,"Action, Sci-Fi",In Theatres,,https://image.tmdb.org/t/p/w500/2Q2Q2Q2Q2Q2Q2Q2Q2Q2Q2Q2Q.jpg,Marvel's anti-hero team assembles for a mission that could change everything.,
tv-2025-01,Severance Season 2,tv,2025,2025-01-17,8.7,"Sci-Fi, Thriller, Drama",Apple TV+,,https://image.tmdb.org/t/p/w500/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,Mark and the Lumon team return as the mystery of the severed floor deepens.,
tv-2025-02,The Last of Us Season 2,tv,2025,2025-01-01,8.8,"Drama, Sci-Fi, Horror",Max,,https://image.tmdb.org/t/p/w500/uKVV4D2nF5CCgNMwnxMXAht1yJ.jpg,Joel and Ellie face a violent conflict that threatens Jackson in the adaptation of Part II.,
tv-2025-03,Outer Banks Season 4,tv,2025,2025-10-10,7.8,"Adventure, Drama, Mystery",Netflix,,https://image.tmdb.org/t/p/w500/4Q4Q4Q4Q4Q4Q4Q4Q4Q4Q4Q4Q.jpg,The Pogues return for more treasure hunting and high-stakes adventure.,
tv-2025-04,Andor Season 2,tv,2025,2025-08-01,8.5,"Sci-Fi, Drama, Thriller",Disney+,,https://image.tmdb.org/t/p/w500/5Q5Q5Q5Q5Q5Q5Q5Q5Q5Q5Q5Q.jpg,The final season leads directly into Rogue One as Cassian becomes a rebel.,
tv-2025-05,Foundation Season 3,tv,2025,2025-01-01,7.9,"Sci-Fi, Drama",Apple TV+,,https://image.tmdb.org/t/p/w500/6Q6Q6Q6Q6Q6Q6Q6Q6Q6Q6Q6Q.jpg,Apple TV+'s epic adaptation of Asimov continues as the Foundation and Empire collide.,
m-2024-01,Dune: Part Two,movie,2024,2024-03-01,8.5,"Sci-Fi, Adventure, Drama",Max,,https://image.tmdb.org/t/p/w500/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,Paul Atreides unites with Chani and the Fremen on a warpath of revenge.,
m-2024-02,Wicked,movie,2024,2024-11-27,7.2,"Musical, Fantasy, Drama",In Theatres,,https://image.tmdb.org/t/p/w500/8WUV2HFQlN5cEs6Ebkksj6F4bT.jpg,The untold story of the Wicked Witch of the West and Glinda. Cynthia Erivo and Ariana Grande star.,
m-2024-03,Gladiator II,movie,2024,2024-11-22,7.5,"Action, Drama, History",In Theatres,,https://image.tmdb.org/t/p/w500/8H8H8H8H8H8H8H8H8H8H8H8H.jpg,"Paul Mescal, Pedro Pascal, and Denzel Washington star in Ridley Scott's epic sequel.",
m-2024-04,Inside Out 2,movie,2024,2024-06-14,7.8,"Animation, Comedy, Family",Disney+,,https://image.tmdb.org/t/p/w500/9I9I9I9I9I9I9I9I9I9I9I9I.jpg,"Riley faces new emotions as Anxiety, Envy, Ennui, and Embarrassment join the crew.",
m-2024-05,Deadpool & Wolverine,movie,2024,2024-07-26,8.1,"Action, Comedy, Sci-Fi",Disney+,,https://image.tmdb.org/t/p/w500/3Q3Q3Q3Q3Q3Q3Q3Q3Q3Q3Q3Q.jpg,The Merc with a Mouth teams up with Wolverine in the MCU's R-rated blockbuster.,
m-2024-06,Kingdom of the Planet of the Apes,movie,2024,2024-05-10,7.2,"Sci-Fi, Action, Drama",Disney+,,https://image.tmdb.org/t/p/w500/2R2R2R2R2R2R2R2R2R2R2R2R.jpg,"Many years after Caesar's reign, a new ape leader builds an empire while humans live in the shadows.",
m-2024-07,Furiosa: A Mad Max Saga,movie,2024,2024-05-24,7.8,"Action, Sci-Fi, Adventure",Max,,https://image.tmdb.org/t/p/w500/4R4R4R4R4R4R4R4R4R4R4R4R.jpg,The origin story of Furiosa in the Wasteland. Anya Taylor-Joy and Chris Hemsworth star.,
m-2024-08,Challengers,movie,2024,2024-04-26,7.4,"Drama, Romance, Sports",Amazon Prime,,https://image.tmdb.org/t/p/w500/5S5S5S5S5S5S5S5S5S5S5S5S.jpg,A love triangle between three tennis players over the years. Zendaya stars.,
tv-2024-01,Shōgun,tv,2024,2024-02-27,8.9,"Drama, History, Action",Hulu,,https://image.tmdb.org/t/p/w500/7S7S7S7S7S7S7S7S7S7S7S7S.jpg,"In feudal Japan, a mysterious European ship is found in a small fishing village.",
tv-2024-02,Fallout,tv,2024,2024-04-10,8.5,"Sci-Fi, Action, Drama",Amazon Prime,,https://image.tmdb.org/t/p/w500/8S8S8S8S8S8S8S8S8S8S8S8S.jpg,"In a post-nuclear Los Angeles, a vault dweller must venture into the wasteland.",
tv-2024-03,The Bear Season 3,tv,2024,2024-06-27,8.6,"Drama, Comedy",Hulu,,https://image.tmdb.org/t/p/w500/9S9S9S9S9S9S9S9S9S9S9S9S.jpg,Carmy and the crew push the restaurant to new heights in the award-winning drama.,
m-2023-01,Oppenheimer,movie,2023,2023-07-21,8.6,"Biography, Drama, History",Amazon Prime,,https://image.tmdb.org/t/p/w500/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,The story of J. Robert Oppenheimer and the development of the atomic bomb.,
m-2023-02,Barbie,movie,2023,2023-07-21,7.2,"Comedy, Adventure, Fantasy",Max,,https://image.tmdb.org/t/p/w500/iuFNMS8U5cb6xfzi51EbkovZPP0.jpg,Barbie suffers a crisis that leads her to the real world. Greta Gerwig's blockbuster.,
m-2023-03,Spider-Man: Across the Spider-Verse,movie,2023,2023-06-02,8.8,"Animation, Action, Adventure",Netflix,,https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,Miles Morales catapults across the Multiverse and meets a team of Spider-People.,
m-2023-04,The Batman,movie,2022,2022-03-04,7.8,"Action, Crime, Drama",Max,,https://image.tmdb.org/t/p/w500/74xTEgt7R36Fpooo50x9TfdLnTp.jpg,Batman investigates Gotham's corruption as the Riddler targets the city's elite.,
m-2023-05,Killers of the Flower Moon,movie,2023,2023-10-20,8.0,"Crime, Drama, History",Apple TV+,,https://image.tmdb.org/t/p/w500/aZXHjmhSSGUshLEd4N2gX2e1vTs.jpg,Martin Scorsese's epic about the Osage murders in 1920s Oklahoma.,
m-2023-06,Guardians of the Galaxy Vol. 3,movie,2023,2023-05-05,8.0,"Action, Sci-Fi, Adventure",Disney+,,https://image.tmdb.org/t/p/w500/r2J02Z2OpZctQXPSM2C4S2S4S4S.jpg,The Guardians protect one of their own while unraveling Rocket's past.,
m-2023-07,John Wick: Chapter 4,movie,2023,2023-03-24,7.8,"Action, Thriller, Crime",Max,,https://image.tmdb.org/t/p/w500/vZloFAK7N5MGZ9oWRyPZeRlX3X3.jpg,John Wick uncovers a path to defeating the High Table in the longest chapter yet.,
m-2023-08,The Super Mario Bros. Movie,movie,2023,2023-04-05,7.5,"Animation, Adventure, Family",Netflix,,https://image.tmdb.org/t/p/w500/qNBAXBIQlnOThrVvA6mA2Q5W5W5.jpg,A plumber named Mario travels through an underground labyrinth with his brother Luigi.,
tv-2023-01,The Last of Us,tv,2023,2023-01-15,8.8,"Drama, Sci-Fi, Horror",Max,,https://image.tmdb.org/t/p/w500/uKVV4D2nF5CCgNMwnxMXAht1yJ.jpg,"After a pandemic destroys civilization, a survivor escorts a girl who may be humanity's last hope.",
tv-2023-02,Beef,tv,2023,2023-04-06,8.3,"Drama, Comedy, Thriller",Netflix,,https://image.tmdb.org/t/p/w500/1A1A1A1A1A1A1A1A1A1A1A1A1A.jpg,A road rage incident between two strangers spirals into a feud that consumes their lives.,
tv-2023-03,Succession,tv,2023,2023-03-26,8.8,"Drama, Comedy",Max,,https://image.tmdb.org/t/p/w500/7th9d94n310yHfcb8pW8R3522Wq.jpg,The Roy family fights for control of their global media empire.,
tv-2023-04,The Bear Season 2,tv,2023,2023-06-22,8.6,"Drama, Comedy",Hulu,,https://image.tmdb.org/t/p/w500/2B2B2B2B2B2B2B2B2B2B2B2B2B.jpg,Carmy and Sydney work to transform their sandwich shop into a fine dining destination.,
m-2022-01,Top Gun: Maverick,movie,2022,2022-05-27,8.4,"Action, Drama",Paramount Plus,,https://image.tmdb.org/t/p/w500/62U2bPBMQqTpXk0Tk0Tk0Tk0Tk.jpg,Maverick trains a detachment of graduates for a specialized mission. Tom Cruise returns.,
m-2022-02,Everything Everywhere All at Once,movie,2022,2022-03-11,8.3,"Sci-Fi, Comedy, Drama",Amazon Prime,,https://image.tmdb.org/t/p/w500/w3LxiVYdWWRvEVdn5RYTX6Hd7H7.jpg,A Chinese-American woman is swept into an adventure where she must connect different lives.,
m-2022-03,Avatar: The Way of Water,movie,2022,2022-12-16,7.7,"Sci-Fi, Adventure, Action",Disney+,,https://image.tmdb.org/t/p/w500/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,Jake Sully and Neytiri's family face the return of the RDA and a new threat from the sea.,
m-2022-04,Black Panther: Wakanda Forever,movie,2022,2022-11-11,7.2,"Action, Drama, Sci-Fi",Disney+,,https://image.tmdb.org/t/p/w500/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,The people of Wakanda fight to protect their home in the wake of King T'Challa's death.,
m-2022-05,Nope,movie,2022,2022-07-22,7.2,"Horror, Sci-Fi, Thriller",Amazon Prime,,https://image.tmdb.org/t/p/w500/5Q5Q5Q5Q5Q5Q5Q5Q5Q5Q5Q5Q.jpg,Jordan Peele's UFO thriller about two siblings who discover something sinister in the sky.,
tv-2022-01,House of the Dragon,tv,2022,2022-08-21,8.5,"Drama, Fantasy, Action",Max,,https://image.tmdb.org/t/p/w500/z2yahl2uefxDCl0nogcRB5rxWrz.jpg,The Targaryen dynasty is at the height of its power 200 years before Game of Thrones.,
tv-2022-02,Wednesday,tv,2022,2022-11-23,8.2,"Comedy, Crime, Fantasy",Netflix,,https://image.tmdb.org/t/p/w500/9D9D9D9D9D9D9D9D9D9D9D9D9D.jpg,Wednesday Addams navigates Nevermore Academy while solving a murder mystery.,
m-2021-01,Dune,movie,2021,2021-10-22,8.2,"Sci-Fi, Adventure, Drama",Max,,https://image.tmdb.org/t/p/w500/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,Paul Atreides must travel to the most dangerous planet in the universe to secure his family's future.,
m-2021-02,Spider-Man: No Way Home,movie,2021,2021-12-17,8.2,"Action, Sci-Fi, Adventure",Netflix,,https://image.tmdb.org/t/p/w500/1g0dhYtq4iTYJ6QXFrNL2Tf3U4H.jpg,Peter Parker's identity is revealed and he seeks the help of Doctor Strange to fix it.,
m-2021-03,No Time to Die,movie,2021,2021-10-08,7.4,"Action, Thriller, Adventure",Amazon Prime,,https://image.tmdb.org/t/p/w500/iU72itmizBduD0Dq2Xv0b4H6H6H.jpg,James Bond has left active service. His peace is short-lived when Felix Leiter needs help.,
tv-2021-01,Squid Game,tv,2021,2021-09-17,8.5,"Drama, Thriller, Mystery",Netflix,,https://image.tmdb.org/t/p/w500/dDlEmu3EF0Pvfi1OVlEe8X8S8S8.jpg,Hundreds of cash-strapped players accept a strange invitation to compete in children's games.,
tv-2021-02,Loki Season 1,tv,2021,2021-06-09,8.2,"Sci-Fi, Action, Adventure",Disney+,,https://image.tmdb.org/t/p/w500/kAQkRUj69DNP7ddfeE2Ok4Ok4Ok.jpg,Loki is brought to the mysterious TVA and forced to fix the timeline he broke.,
m-2020-01,Tenet,movie,2020,2020-09-03,7.5,"Sci-Fi, Action, Thriller",Max,,https://image.tmdb.org/t/p/w500/k68nPLbIST6NP96DmNZMh7J87Mz.jpg,A secret agent manipulates the flow of time to prevent World War III.,
m-2020-02,Soul,movie,2020,2020-12-25,8.1,"Animation, Comedy, Family",Disney+,,https://image.tmdb.org/t/p/w500/hm58Jw4Lw8OIeECIq5qyPYhAeRj.jpg,A jazz musician stuck in the Great Before seeks to return to Earth. Pixar's existential hit.,
m-2020-03,The Invisible Man,movie,2020,2020-02-28,7.2,"Horror, Sci-Fi, Thriller",Amazon Prime,,https://image.tmdb.org/t/p/w500/5GqdOC2Sb8b4GUj9a9a9a9a9a9a.jpg,A woman believes her abusive ex has found a way to become invisible. Elisabeth Moss stars.,
tv-2020-01,Stranger Things,tv,2020,2020-07-04,8.7,"Sci-Fi, Horror, Drama",Netflix,,https://image.tmdb.org/t/p/w500/49WJfeN0moxb9IPfGn8AIqMGskD.jpg,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments.",
tv-2020-02,The Mandalorian,tv,2020,2020-10-30,8.5,"Sci-Fi, Action, Adventure",Disney+,,https://image.tmdb.org/t/p/w500/eU1i6eHXlzoO0Eg9dE3dE3dE3dE.jpg,A lone bounty hunter travels the outer reaches of the galaxy far from the New Republic.,
tmdb-tv-97724,Spides,tv,2020,2020-03-05,6.0,"Sci-Fi, Fantasy, Drama",Amazon Prime,https://www.youtube.com/watch?v=mcXcXU7EnuI,https://image.tmdb.org/t/p/w500/s4hUDgAvqNh8dTvDW6yvMgKO0Lr.jpg,Young Nora from Berlin wakes up from a coma after taking a new party drug and can no longer remember anything. When investigators find out that numerous teenagers have disappeared as part of the sprea...,
